accession	taxid	realm	kingdom	phylum	class	order	family	genus	species	host	length_bp
NC_030205.1	1848040	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Soymovirus	Soymovirus eleocharis	eukaryote	7535
NC_030202.1	1848169	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Fusagraviridae	Fusagravirus	Fusagravirus hachi	eukaryote	9419
NC_030295.1	1856030	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Orthototiviridae			eukaryote	7788
NC_030296.1	1776153	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Diciambidensovirus	Diciambidensovirus hemipteran1	eukaryote	5071
NC_030291.1	2847088	Riboviria	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Hepaciviridae	Pegivirus	Pegivirus pteropi	eukaryote	9630
NC_030294.1	1170424	Riboviria						Negevirus		eukaryote	9537
NC_030297.1	1859149	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Betatorquevirus	Betatorquevirus homini18	eukaryote	2803
NC_030293.1	1856031	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus caryae	eukaryote	9310
NC_030308.1	1856627	Riboviria	Orthornavirae	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus		eukaryote	3782
NC_018082.1	1048668						Alphasatellitidae	Colecusatellite	Colecusatellite gossypimultanense	eukaryote	1376
NC_018090.1	2050584	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseoligallici	eukaryote	2741
NC_018091.1	1200971						Tolecusatellitidae	Betasatellite	Betasatellite phaseoli	eukaryote	1379
NC_018093.1	46619	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus gebatatae	eukaryote	10798
NC_030224.1	1765736	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Pseudototiviridae	Victorivirus	Victorivirus nijyuni	eukaryote	5100
NC_030238.1	1853865	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Capulavirus	Capulavirus euphorbiae	eukaryote	2683
NC_030242.1	1661392	Riboviria	Orthornavirae				Birnaviridae	Aquabirnavirus		eukaryote	2972
NC_030244.1	1661392	Riboviria	Orthornavirae				Birnaviridae	Aquabirnavirus		eukaryote	2611
NC_030225.1	1462681	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Polerovirus PABYV	eukaryote	5813
NC_030240.1	1850906				Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Alphabaculovirus capomonae	eukaryote	128058
NC_030231.1	2560321	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus japanense	eukaryote	16146
NC_030243.1	1768874	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae			eukaryote	1584
NC_030245.1	1768874	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae			eukaryote	1536
NC_030226.1	1755198						Alphasatellitidae			eukaryote	1386
NC_030227.1	1746069	Riboviria								eukaryote	23676
NC_030290.1	1821222	Riboviria	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae			eukaryote	10864
NC_023295.1	3241188	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Prunevirus	Prunevirus armeniacae	eukaryote	7315
NC_027059.1	687387	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Iotatorquevirus	Iotatorquevirus suida1a	eukaryote	2872
NC_023300.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1017
NC_023301.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1021
NC_023302.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1006
NC_023304.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1017
NC_023306.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1011
NC_023307.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1001
NC_023299.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1008
NC_023305.1	2038729	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus medicagonis	eukaryote	1010
NC_023296.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	1002
NC_023297.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	975
NC_023298.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	971
NC_023308.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	976
NC_023309.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	971
NC_023310.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	977
NC_023303.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	970
NC_023311.1	1436892	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus flavipisi	eukaryote	983
NC_027016.1	1667587	Duplodnaviria	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus cercopithecinebeta5	eukaryote	226084
NC_027040.1	44560	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus ageravenae	eukaryote	2750
NC_027054.1	1156769	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus cebes	eukaryote	8121
NC_023312.1	1303385	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumliwaense	eukaryote	2761
NC_026942.1	1634381	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae			eukaryote	5132
NC_026944.1	2170103	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Thetapolyomavirus		eukaryote	6219
NC_026947.1	759124						Alphasatellitidae			eukaryote	1370
NC_026946.1	1647924	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus		eukaryote	7143
NC_026945.1	1642515	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Circovirus zebrafinch	eukaryote	1982
NC_026943.1	1642018	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Aquambidensovirus	Aquambidensovirus decapod1	eukaryote	6334
NC_027199.1	1631554	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Bostovirus	Bostovirus bovis	eukaryote	20261
NC_027198.1	1432563	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Sobemovirus	Sobemovirus ROMOV	eukaryote	4194
NC_027208.1	1661062	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Hypofuvirales	Fusariviridae	Betafusarivirus	Betafusarivirus sclerotiniae	eukaryote	7769
NC_027209.1	1661396	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Pseudototiviridae	Victorivirus	Victorivirus nijyu	eukaryote	5181
NC_027211.1	2560614	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Luteovirus	Luteovirus nucipersicae	eukaryote	4991
NC_027210.1	369752	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus catharantessellati	eukaryote	9575
NC_027117.1	1622024	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus		eukaryote	10485
NC_027123.1	1602124	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Sobemovirus	Sobemovirus CYCMV	eukaryote	4083
NC_027121.1	1654603	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Velarivirus arecae	eukaryote	16080
NC_027122.1	1615583	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Vesivirus		eukaryote	8376
NC_027131.1	1471299	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Badnavirus decoloratiovitis	eukaryote	6988
NC_027133.1	1273128						Tolecusatellitidae	Betasatellite	Betasatellite nicotianasheikhupuraense	eukaryote	1346
NC_027141.1	1213620	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Bandavirus	Bandavirus bhanjanagarense	eukaryote	3307
NC_027142.1	1213620	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Bandavirus	Bandavirus bhanjanagarense	eukaryote	1871
NC_027140.1	1213620	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Bandavirus	Bandavirus bhanjanagarense	eukaryote	6333
NC_027124.1	1658615	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae	Iotaarterivirus	Iotaarterivirus pejah	eukaryote	15478
NC_027128.1	1654357	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae			eukaryote	9786
NC_027138.1	1654339	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Botybirnaviridae	Botybirnavirus	Botybirnavirus ni	eukaryote	6457
NC_027139.1	1654339	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Botybirnaviridae	Botybirnavirus	Botybirnavirus ni	eukaryote	5965
NC_027135.1	3052321	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	3379
NC_027137.1	3052321	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	7170
NC_027134.1	3052318	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	3360
NC_027136.1	3052318	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	6840
NC_027129.1	1504732	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus alceamuvisi	eukaryote	2741
NC_027214.1	1661395	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Ampivirus	Ampivirus apilisi	eukaryote	9246
NC_027212.1	1608533	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Inseviridae	Insevirus	Insevirus ichi	eukaryote	5704
NC_027215.1	260377	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusmaliense	eukaryote	2796
NC_027428.1	1054649	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Amalgaviridae	Unirnavirus	Unirnavirus beauveriae	eukaryote	3218
NC_027426.1	1671382	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae			eukaryote	7025
NC_027427.1	1670975	Riboviria								eukaryote	2903
NC_027432.1	1667384						Pospiviroidae	Pospiviroid	Pospiviroid latensportulacae	eukaryote	351
NC_027431.1	1507725						Alphasatellitidae			eukaryote	1375
NC_027430.1	1670973	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Gyrovirus	Gyrovirus fulgla1	eukaryote	2218
NC_027429.1	1670662	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Dependoparvovirus squamate2	eukaryote	4590
NC_027534.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	3895
NC_027535.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	2787
NC_027537.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1767
NC_027538.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1700
NC_027549.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1230
NC_027550.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1177
NC_027552.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	746
NC_027551.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1005
NC_027536.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1931
NC_027548.1	40065	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chenudaense	eukaryote	1672
NC_027563.1	1679238	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori	eukaryote	3555
NC_027565.1	1679238	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori	eukaryote	2794
NC_027566.1	1679238	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori	eukaryote	2646
NC_027564.1	1679238	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori	eukaryote	2809
NC_027553.1	1679172	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus chobarense	eukaryote	3888
NC_027567.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	3762
NC_027568.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	3687
NC_027569.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	3200
NC_027571.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	841
NC_027573.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	1533
NC_027576.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	1345
NC_027574.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	2237
NC_027570.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	1825
NC_027572.1	1670669	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	3685
NC_027532.1	1236400	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae			eukaryote	5159
NC_027528.1	1682340	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 27	eukaryote	7291
NC_027527.1	157777	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Carlavirus pisi	eukaryote	8041
NC_027533.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	3944
NC_027539.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	2791
NC_027540.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	1920
NC_027543.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	1686
NC_027545.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	1169
NC_027546.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	997
NC_027547.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	729
NC_027542.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	1761
NC_027544.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	1207
NC_027541.1	40067	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus wadmedaniense	eukaryote	1805
NC_027531.1	1679933	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus ranorvegicus	eukaryote	5318
NC_027530.1	1592764	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus risi	eukaryote	1789
NC_027619.1	1682187	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae			eukaryote	6169
NC_027631.1	1682186	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae			eukaryote	6258
NC_027701.1	674953	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Pseudototiviridae	Trichomonasvirus	Trichomonasvirus vagiprimus	eukaryote	4666
NC_027714.1	1306546	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Capulavirus		eukaryote	2745
NC_027710.2	473784	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Umbravirus	Umbravirus papaveri	eukaryote	4230
NC_027712.1	1692045	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Closterovirus	Closterovirus tabaci	eukaryote	15395
NC_027713.1	1690666	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus		eukaryote	10119
NC_027706.1	1688637	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus lactucaitalicense	eukaryote	9829
NC_027711.1	1662272	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus		eukaryote	6327
NC_027702.1	1646350									eukaryote	683
NC_027703.1	1462682	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Polerovirus LABYV	eukaryote	5961
NC_027720.1	83871	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Tospoviridae	Orthotospovirus	Orthotospovirus chrysanthinecrocaulis	eukaryote	4830
NC_027719.1	83871	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Tospoviridae	Orthotospovirus	Orthotospovirus chrysanthinecrocaulis	eukaryote	2947
NC_027718.1	83871	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Tospoviridae	Orthotospovirus	Orthotospovirus chrysanthinecrocaulis	eukaryote	8955
NC_027776.1	1699094	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus chickad1	eukaryote	2152
NC_027777.1	2170126	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porprismacovirus ratas1	eukaryote	2530
NC_027783.1	1692253	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	2237
NC_027789.1	1692252	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	2291
NC_027793.1	1692250	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	1999
NC_027791.1	1692249	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	1635
NC_027787.1	1692248	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	1799
NC_027782.1	1692247	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	2061
NC_027785.1	1692246	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	1876
NC_027784.1	1692245	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	1241
NC_027795.1	1692244	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	2469
NC_027796.1	1692243	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae			eukaryote	1826
